row_id,model_a,model_b,human_pref,judge_pref,scores_a,scores_b,meta_lang
sample-0242,llama-3-8b-instruct,phi-3-small-8k-instruct,0.5,0.0,"{'adherence': 4.0, 'helpfulness': 7.0, 'factuality': 6.0, 'completeness': 8.5, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 1.5, 'helpfulness': 1.0, 'factuality': 1.0, 'completeness': 1.0, 'clarity': 1.5, 'fluency': 1.5}",fa
sample-0243,gemma-2-27b-it,gemma-2-2b-it,0.5,1.0,"{'adherence': 10.0, 'helpfulness': 8.5, 'factuality': 9.0, 'completeness': 9.5, 'clarity': 9.0, 'fluency': 7.0}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.5, 'clarity': 9.0, 'fluency': 9.5}",ru
sample-0244,phi-3-mini-4k-instruct-june-2024,llama-3-70b-instruct,0.0,0.0,"{'adherence': 8.0, 'helpfulness': 5.5, 'factuality': 3.5, 'completeness': 7.5, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 3.0, 'helpfulness': 1.0, 'factuality': 1.0, 'completeness': 1.5, 'clarity': 2.5, 'fluency': 3.0}",de
sample-0245,gpt-4o-2024-05-13,mixtral-8x7b-instruct-v0.1,0.5,0.5,"{'adherence': 6.0, 'helpfulness': 7.0, 'factuality': 4.0, 'completeness': 8.0, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 8.0, 'helpfulness': 8.0, 'factuality': 9.0, 'completeness': 8.0, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0246,gemma-2-2b-it,gpt-4o-2024-05-13,1.0,1.0,"{'adherence': 5.5, 'helpfulness': 4.0, 'factuality': 3.5, 'completeness': 5.0, 'clarity': 4.0, 'fluency': 5.0}","{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}",vi
sample-0247,gpt-4o-2024-05-13,phi-3-small-8k-instruct,0.0,0.0,"{'adherence': 9.5, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.5, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 2.0, 'helpfulness': 2.5, 'factuality': 2.0, 'completeness': 2.0, 'clarity': 4.0, 'fluency': 3.5}",en
sample-0248,llama-3-8b-instruct,gemma-2-2b-it,1.0,0.5,"{'adherence': 10.0, 'helpfulness': 8.0, 'factuality': 9.5, 'completeness': 7.5, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 10.0, 'helpfulness': 8.0, 'factuality': 9.5, 'completeness': 7.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0249,phi-3-small-8k-instruct,gemma-2-9b-it,0.5,0.5,"{'adherence': 7.0, 'helpfulness': 8.0, 'factuality': 9.0, 'completeness': 8.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 7.0, 'helpfulness': 7.0, 'factuality': 9.0, 'completeness': 8.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0250,phi-3-mini-4k-instruct-june-2024,mixtral-8x7b-instruct-v0.1,1.0,0.5,"{'adherence': 7.5, 'helpfulness': 6.0, 'factuality': 4.5, 'completeness': 7.5, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 7.5, 'helpfulness': 6.5, 'factuality': 5.0, 'completeness': 7.5, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0251,gemma-2-9b-it,mixtral-8x7b-instruct-v0.1,0.5,1.0,"{'adherence': 8.0, 'helpfulness': 6.5, 'factuality': 5.5, 'completeness': 7.5, 'clarity': 7.0, 'fluency': 7.5}","{'adherence': 8.5, 'helpfulness': 8.5, 'factuality': 8.5, 'completeness': 8.5, 'clarity': 8.5, 'fluency': 8.5}",en
sample-0252,claude-3-haiku-20240307,gemma-2-27b-it,0.5,0.5,"{'adherence': 7.0, 'helpfulness': 4.0, 'factuality': 3.0, 'completeness': 6.5, 'clarity': 8.5, 'fluency': 8.0}","{'adherence': 7.0, 'helpfulness': 4.0, 'factuality': 3.5, 'completeness': 6.5, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0253,phi-3-mini-4k-instruct-june-2024,gpt-4o-2024-05-13,0.5,1.0,"{'adherence': 8.5, 'helpfulness': 7.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 7.5, 'fluency': 7.5}","{'adherence': 9.5, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}",zh
sample-0254,gpt-3.5-turbo-0125,phi-3-mini-4k-instruct-june-2024,0.0,0.0,"{'adherence': 9.5, 'helpfulness': 8.5, 'factuality': 9.0, 'completeness': 8.5, 'clarity': 9.5, 'fluency': 9.5}","{'adherence': 1.0, 'helpfulness': 1.0, 'factuality': 1.0, 'completeness': 1.0, 'clarity': 1.0, 'fluency': 1.0}",vi
sample-0255,gpt-4o-2024-05-13,claude-3-haiku-20240307,0.5,0.0,"{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 9.0, 'helpfulness': 8.0, 'factuality': 8.5, 'completeness': 8.5, 'clarity': 8.5, 'fluency': 9.0}",en
sample-0256,gpt-4o-2024-05-13,gemma-2-2b-it,0.5,0.0,"{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 10.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 5.0, 'helpfulness': 6.0, 'factuality': 5.5, 'completeness': 5.5, 'clarity': 8.0, 'fluency': 8.0}",ru
sample-0257,mixtral-8x7b-instruct-v0.1,gemma-2-27b-it,1.0,0.5,"{'adherence': 7.0, 'helpfulness': 6.0, 'factuality': 5.0, 'completeness': 7.0, 'clarity': 7.0, 'fluency': 8.0}","{'adherence': 8.0, 'helpfulness': 8.0, 'factuality': 7.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0258,gemma-2-27b-it,phi-3-mini-4k-instruct-june-2024,0.0,0.5,"{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 5.0, 'helpfulness': 4.0, 'factuality': 2.0, 'completeness': 6.0, 'clarity': 7.0, 'fluency': 7.0}",de
sample-0259,claude-3-haiku-20240307,llama-3-8b-instruct,0.5,1.0,"{'adherence': 2.5, 'helpfulness': 2.5, 'factuality': 5.0, 'completeness': 2.0, 'clarity': 7.5, 'fluency': 7.5}","{'adherence': 9.0, 'helpfulness': 8.5, 'factuality': 7.5, 'completeness': 9.0, 'clarity': 8.5, 'fluency': 8.5}",en
sample-0260,llama-3-8b-instruct,llama-3-70b-instruct,1.0,0.5,"{'adherence': 8.0, 'helpfulness': 7.0, 'factuality': 8.0, 'completeness': 7.0, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0261,gemma-2-2b-it,gpt-4o-2024-05-13,0.5,0.5,"{'adherence': 8.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 8.0}","{'adherence': 8.0, 'helpfulness': 8.0, 'factuality': 9.0, 'completeness': 8.0, 'clarity': 9.0, 'fluency': 9.0}",de
sample-0262,phi-3-mini-4k-instruct-june-2024,gemma-2-9b-it,1.0,1.0,"{'adherence': 1.5, 'helpfulness': 1.0, 'factuality': 3.0, 'completeness': 1.0, 'clarity': 1.0, 'fluency': 1.0}","{'adherence': 8.5, 'helpfulness': 8.5, 'factuality': 8.5, 'completeness': 8.5, 'clarity': 8.0, 'fluency': 8.0}",fa
sample-0263,gpt-3.5-turbo-0125,gemma-2-9b-it,0.5,0.5,"{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}","{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}",en
sample-0264,phi-3-small-8k-instruct,gemma-2-27b-it,0.0,1.0,"{'adherence': 8.5, 'helpfulness': 7.5, 'factuality': 7.0, 'completeness': 7.0, 'clarity': 9.0, 'fluency': 8.5}","{'adherence': 9.5, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.5, 'fluency': 9.0}",zh
sample-0265,claude-3-haiku-20240307,claude-3-opus-20240229,0.5,1.0,"{'adherence': 9.5, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 8.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 9.5, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0266,phi-3-mini-4k-instruct-june-2024,mixtral-8x7b-instruct-v0.1,0.5,1.0,"{'adherence': 1.0, 'helpfulness': 1.0, 'factuality': 5.5, 'completeness': 1.0, 'clarity': 7.5, 'fluency': 7.5}","{'adherence': 10.0, 'helpfulness': 8.5, 'factuality': 9.5, 'completeness': 8.5, 'clarity': 9.0, 'fluency': 8.5}",vi
sample-0267,llama-3-70b-instruct,phi-3-small-8k-instruct,0.5,0.0,"{'adherence': 8.5, 'helpfulness': 7.5, 'factuality': 6.5, 'completeness': 7.0, 'clarity': 9.0, 'fluency': 8.5}","{'adherence': 7.5, 'helpfulness': 5.0, 'factuality': 3.5, 'completeness': 6.0, 'clarity': 7.0, 'fluency': 7.0}",ru
sample-0268,mixtral-8x7b-instruct-v0.1,gpt-4o-2024-05-13,0.0,1.0,"{'adherence': 9.5, 'helpfulness': 8.0, 'factuality': 9.0, 'completeness': 8.0, 'clarity': 8.0, 'fluency': 7.0}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.5}",ru
sample-0269,claude-3-opus-20240229,mixtral-8x7b-instruct-v0.1,0.0,0.0,"{'adherence': 9.5, 'helpfulness': 9.5, 'factuality': 9.5, 'completeness': 9.5, 'clarity': 9.5, 'fluency': 9.5}","{'adherence': 2.0, 'helpfulness': 1.5, 'factuality': 1.0, 'completeness': 2.0, 'clarity': 2.5, 'fluency': 1.5}",ko
sample-0270,llama-3-8b-instruct,llama-3-70b-instruct,0.0,1.0,"{'adherence': 10.0, 'helpfulness': 8.0, 'factuality': 7.0, 'completeness': 8.5, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 9.5, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0271,phi-3-small-8k-instruct,llama-3-8b-instruct,0.0,0.0,"{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 8.5, 'helpfulness': 7.0, 'factuality': 8.5, 'completeness': 7.5, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0272,gpt-4o-2024-05-13,gpt-3.5-turbo-0125,0.0,0.0,"{'adherence': 10.0, 'helpfulness': 9.5, 'factuality': 10.0, 'completeness': 9.5, 'clarity': 10.0, 'fluency': 10.0}","{'adherence': 10.0, 'helpfulness': 6.0, 'factuality': 4.0, 'completeness': 7.0, 'clarity': 10.0, 'fluency': 10.0}",it
sample-0273,phi-3-small-8k-instruct,claude-3-5-sonnet-20240620,1.0,1.0,"{'adherence': 3.5, 'helpfulness': 3.0, 'factuality': 2.5, 'completeness': 4.5, 'clarity': 6.0, 'fluency': 6.5}","{'adherence': 5.5, 'helpfulness': 5.0, 'factuality': 4.0, 'completeness': 6.5, 'clarity': 7.0, 'fluency': 7.5}",en
sample-0274,gemma-2-9b-it,claude-3-5-sonnet-20240620,1.0,1.0,"{'adherence': 2.5, 'helpfulness': 3.0, 'factuality': 7.0, 'completeness': 2.0, 'clarity': 7.0, 'fluency': 7.5}","{'adherence': 8.0, 'helpfulness': 7.0, 'factuality': 6.0, 'completeness': 8.0, 'clarity': 8.0, 'fluency': 8.0}",zh
sample-0275,llama-3-70b-instruct,mixtral-8x7b-instruct-v0.1,1.0,0.0,"{'adherence': 8.0, 'helpfulness': 8.5, 'factuality': 7.5, 'completeness': 8.5, 'clarity': 8.0, 'fluency': 8.5}","{'adherence': 3.0, 'helpfulness': 3.5, 'factuality': 8.0, 'completeness': 2.5, 'clarity': 7.5, 'fluency': 7.0}",en
sample-0276,claude-3-5-sonnet-20240620,phi-3-small-8k-instruct,0.5,0.0,"{'adherence': 7.5, 'helpfulness': 5.5, 'factuality': 4.5, 'completeness': 7.5, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 7.0, 'helpfulness': 4.5, 'factuality': 3.0, 'completeness': 6.5, 'clarity': 5.5, 'fluency': 6.5}",unknown
sample-0277,gpt-4o-2024-05-13,gpt-3.5-turbo-0125,0.0,0.0,"{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}","{'adherence': 7.0, 'helpfulness': 3.5, 'factuality': 1.5, 'completeness': 4.0, 'clarity': 7.0, 'fluency': 7.0}",en
sample-0278,phi-3-small-8k-instruct,gemini-1.5-pro-api-0514,0.0,0.5,"{'adherence': 5.0, 'helpfulness': 4.0, 'factuality': 3.0, 'completeness': 6.0, 'clarity': 7.0, 'fluency': 7.0}","{'adherence': 7.0, 'helpfulness': 8.0, 'factuality': 9.0, 'completeness': 7.0, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0279,gpt-3.5-turbo-0125,gpt-4o-2024-05-13,0.5,1.0,"{'adherence': 8.0, 'helpfulness': 5.5, 'factuality': 4.0, 'completeness': 5.0, 'clarity': 7.0, 'fluency': 8.0}","{'adherence': 9.5, 'helpfulness': 9.5, 'factuality': 9.5, 'completeness': 9.5, 'clarity': 9.5, 'fluency': 9.5}",en
sample-0280,claude-3-haiku-20240307,gpt-3.5-turbo-0125,0.0,0.5,"{'adherence': 8.5, 'helpfulness': 7.0, 'factuality': 6.0, 'completeness': 7.0, 'clarity': 5.5, 'fluency': 7.0}","{'adherence': 8.5, 'helpfulness': 6.0, 'factuality': 6.0, 'completeness': 5.0, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0281,phi-3-small-8k-instruct,gemma-2-27b-it,1.0,1.0,"{'adherence': 8.5, 'helpfulness': 7.5, 'factuality': 9.0, 'completeness': 8.0, 'clarity': 7.5, 'fluency': 8.0}","{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0282,claude-3-opus-20240229,gpt-3.5-turbo-0125,1.0,0.0,"{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}",en
sample-0283,mixtral-8x7b-instruct-v0.1,claude-3-opus-20240229,0.0,1.0,"{'adherence': 4.0, 'helpfulness': 6.0, 'factuality': 8.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 9.0, 'helpfulness': 8.0, 'factuality': 8.0, 'completeness': 7.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0284,gemini-1.5-pro-api-0514,phi-3-mini-4k-instruct-june-2024,0.0,0.0,"{'adherence': 9.5, 'helpfulness': 9.5, 'factuality': 9.5, 'completeness': 9.5, 'clarity': 9.5, 'fluency': 9.5}","{'adherence': 7.5, 'helpfulness': 5.0, 'factuality': 6.5, 'completeness': 7.5, 'clarity': 4.5, 'fluency': 3.5}",ru
sample-0285,phi-3-small-8k-instruct,llama-3-70b-instruct,0.0,0.5,"{'adherence': 4.0, 'helpfulness': 4.0, 'factuality': 3.5, 'completeness': 3.0, 'clarity': 5.5, 'fluency': 6.5}","{'adherence': 3.0, 'helpfulness': 3.5, 'factuality': 7.0, 'completeness': 2.5, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0286,claude-3-haiku-20240307,llama-3-8b-instruct,0.5,0.0,"{'adherence': 9.0, 'helpfulness': 8.0, 'factuality': 8.0, 'completeness': 8.0, 'clarity': 8.5, 'fluency': 9.0}","{'adherence': 7.0, 'helpfulness': 5.5, 'factuality': 4.5, 'completeness': 6.0, 'clarity': 5.0, 'fluency': 4.5}",ru
sample-0287,gpt-3.5-turbo-0125,phi-3-small-8k-instruct,0.5,0.5,"{'adherence': 6.0, 'helpfulness': 7.0, 'factuality': 9.0, 'completeness': 7.0, 'clarity': 9.0, 'fluency': 8.0}","{'adherence': 9.0, 'helpfulness': 8.0, 'factuality': 9.0, 'completeness': 8.0, 'clarity': 8.0, 'fluency': 9.0}",en
sample-0288,mixtral-8x7b-instruct-v0.1,phi-3-small-8k-instruct,1.0,1.0,"{'adherence': 9.0, 'helpfulness': 7.5, 'factuality': 5.0, 'completeness': 8.5, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 9.0, 'helpfulness': 7.5, 'factuality': 5.5, 'completeness': 7.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0289,gemini-1.5-pro-api-0514,gpt-3.5-turbo-0125,0.5,0.0,"{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 8.0, 'completeness': 9.0, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 6.0, 'helpfulness': 5.0, 'factuality': 6.5, 'completeness': 5.0, 'clarity': 7.0, 'fluency': 7.5}",ru
sample-0290,claude-3-opus-20240229,gemma-2-2b-it,0.5,0.0,"{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 1.0, 'helpfulness': 1.0, 'factuality': 1.0, 'completeness': 1.5, 'clarity': 7.0, 'fluency': 7.0}",en
sample-0291,phi-3-small-8k-instruct,gpt-4o-2024-05-13,0.5,0.5,"{'adherence': 8.0, 'helpfulness': 7.0, 'factuality': 8.0, 'completeness': 8.0, 'clarity': 7.5, 'fluency': 8.0}","{'adherence': 8.0, 'helpfulness': 7.0, 'factuality': 8.0, 'completeness': 8.0, 'clarity': 7.5, 'fluency': 7.5}",en
sample-0292,llama-3-70b-instruct,phi-3-mini-4k-instruct-june-2024,0.0,0.0,"{'adherence': 6.5, 'helpfulness': 7.5, 'factuality': 8.0, 'completeness': 8.5, 'clarity': 7.5, 'fluency': 7.5}","{'adherence': 2.5, 'helpfulness': 1.5, 'factuality': 2.5, 'completeness': 4.0, 'clarity': 2.0, 'fluency': 1.5}",ru
sample-0293,claude-3-haiku-20240307,phi-3-mini-4k-instruct-june-2024,0.0,1.0,"{'adherence': 9.0, 'helpfulness': 8.0, 'factuality': 8.5, 'completeness': 8.0, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 9.0, 'helpfulness': 8.5, 'factuality': 8.5, 'completeness': 9.0, 'clarity': 8.5, 'fluency': 8.5}",en
sample-0294,claude-3-5-sonnet-20240620,gemma-2-2b-it,0.5,1.0,"{'adherence': 5.0, 'helpfulness': 4.0, 'factuality': 7.0, 'completeness': 4.0, 'clarity': 6.0, 'fluency': 6.5}","{'adherence': 7.5, 'helpfulness': 8.0, 'factuality': 8.5, 'completeness': 8.0, 'clarity': 9.0, 'fluency': 8.5}",en
sample-0295,mixtral-8x7b-instruct-v0.1,phi-3-small-8k-instruct,0.0,0.0,"{'adherence': 9.0, 'helpfulness': 8.0, 'factuality': 7.5, 'completeness': 7.5, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 1.0, 'helpfulness': 1.0, 'factuality': 1.5, 'completeness': 1.0, 'clarity': 7.0, 'fluency': 7.0}",en
sample-0296,phi-3-small-8k-instruct,llama-3-70b-instruct,0.0,0.0,"{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 9.5, 'fluency': 9.5}","{'adherence': 7.5, 'helpfulness': 4.5, 'factuality': 2.0, 'completeness': 8.0, 'clarity': 8.5, 'fluency': 8.5}",ja
sample-0297,gemma-2-27b-it,phi-3-small-8k-instruct,1.0,0.0,"{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 9.5, 'completeness': 8.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 9.0, 'helpfulness': 8.0, 'factuality': 9.5, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0298,gemma-2-9b-it,phi-3-mini-4k-instruct-june-2024,0.5,0.0,"{'adherence': 7.5, 'helpfulness': 7.0, 'factuality': 6.5, 'completeness': 7.0, 'clarity': 8.0, 'fluency': 7.5}","{'adherence': 4.5, 'helpfulness': 3.0, 'factuality': 2.0, 'completeness': 4.5, 'clarity': 6.0, 'fluency': 5.5}",en
sample-0299,llama-3-70b-instruct,phi-3-small-8k-instruct,0.5,0.5,"{'adherence': 3.0, 'helpfulness': 3.0, 'factuality': 3.0, 'completeness': 5.0, 'clarity': 7.0, 'fluency': 7.0}","{'adherence': 5.0, 'helpfulness': 3.0, 'factuality': 3.0, 'completeness': 5.0, 'clarity': 7.0, 'fluency': 7.0}",zh
sample-0300,gemma-2-9b-it,llama-3-8b-instruct,0.0,0.5,"{'adherence': 8.0, 'helpfulness': 8.0, 'factuality': 8.0, 'completeness': 8.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 7.0, 'helpfulness': 6.0, 'factuality': 4.0, 'completeness': 7.0, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0301,gemini-1.5-pro-api-0514,phi-3-small-8k-instruct,0.5,0.0,"{'adherence': 9.0, 'helpfulness': 8.0, 'factuality': 6.0, 'completeness': 8.0, 'clarity': 9.0, 'fluency': 8.5}","{'adherence': 8.0, 'helpfulness': 5.0, 'factuality': 3.0, 'completeness': 6.5, 'clarity': 8.0, 'fluency': 8.0}",ru
sample-0302,gemma-2-9b-it,phi-3-small-8k-instruct,0.0,0.0,"{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}","{'adherence': 8.5, 'helpfulness': 6.5, 'factuality': 10.0, 'completeness': 6.0, 'clarity': 9.0, 'fluency': 9.0}",en
sample-0303,mixtral-8x7b-instruct-v0.1,phi-3-small-8k-instruct,0.0,0.0,"{'adherence': 9.0, 'helpfulness': 8.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 6.5, 'helpfulness': 6.5, 'factuality': 8.0, 'completeness': 7.0, 'clarity': 6.0, 'fluency': 7.0}",en
sample-0304,mixtral-8x7b-instruct-v0.1,llama-3-70b-instruct,0.5,1.0,"{'adherence': 7.0, 'helpfulness': 8.0, 'factuality': 6.0, 'completeness': 7.0, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 7.0, 'helpfulness': 8.0, 'factuality': 7.0, 'completeness': 7.0, 'clarity': 7.5, 'fluency': 7.5}",en
sample-0305,mixtral-8x7b-instruct-v0.1,llama-3-70b-instruct,0.5,1.0,"{'adherence': 7.0, 'helpfulness': 5.5, 'factuality': 6.5, 'completeness': 8.0, 'clarity': 6.5, 'fluency': 6.0}","{'adherence': 6.0, 'helpfulness': 7.0, 'factuality': 7.0, 'completeness': 8.0, 'clarity': 8.0, 'fluency': 8.0}",ru
sample-0306,gemma-2-9b-it,phi-3-small-8k-instruct,0.5,0.5,"{'adherence': 10.0, 'helpfulness': 7.0, 'factuality': 5.0, 'completeness': 8.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}",de
sample-0307,gemini-1.5-pro-api-0514,gpt-3.5-turbo-0125,0.0,0.0,"{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 5.5, 'helpfulness': 4.5, 'factuality': 8.5, 'completeness': 4.0, 'clarity': 7.0, 'fluency': 7.0}",en
sample-0308,mixtral-8x7b-instruct-v0.1,claude-3-opus-20240229,1.0,1.0,"{'adherence': 2.5, 'helpfulness': 2.5, 'factuality': 4.5, 'completeness': 4.0, 'clarity': 2.5, 'fluency': 1.5}","{'adherence': 9.0, 'helpfulness': 9.0, 'factuality': 8.5, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 8.5}",en
sample-0309,claude-3-opus-20240229,gemma-2-2b-it,1.0,0.0,"{'adherence': 8.5, 'helpfulness': 8.5, 'factuality': 7.5, 'completeness': 8.5, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 7.0, 'helpfulness': 6.5, 'factuality': 7.5, 'completeness': 7.5, 'clarity': 6.5, 'fluency': 6.0}",fr
sample-0310,gemma-2-27b-it,mixtral-8x7b-instruct-v0.1,0.5,0.0,"{'adherence': 7.5, 'helpfulness': 7.0, 'factuality': 8.5, 'completeness': 6.5, 'clarity': 8.5, 'fluency': 8.5}","{'adherence': 6.5, 'helpfulness': 5.0, 'factuality': 4.0, 'completeness': 6.0, 'clarity': 7.5, 'fluency': 8.0}",en
sample-0311,gemma-2-9b-it,phi-3-small-8k-instruct,1.0,0.0,"{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 9.0, 'completeness': 10.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 4.5, 'helpfulness': 6.0, 'factuality': 7.0, 'completeness': 5.0, 'clarity': 8.5, 'fluency': 8.5}",en
sample-0312,llama-3-8b-instruct,phi-3-small-8k-instruct,0.5,0.5,"{'adherence': 7.5, 'helpfulness': 4.0, 'factuality': 3.0, 'completeness': 7.0, 'clarity': 7.0, 'fluency': 7.0}","{'adherence': 4.5, 'helpfulness': 4.0, 'factuality': 7.0, 'completeness': 4.5, 'clarity': 9.0, 'fluency': 9.0}",ru
sample-0313,llama-3-70b-instruct,phi-3-small-8k-instruct,0.5,0.0,"{'adherence': 7.0, 'helpfulness': 7.0, 'factuality': 8.0, 'completeness': 7.0, 'clarity': 8.0, 'fluency': 8.0}","{'adherence': 6.5, 'helpfulness': 6.0, 'factuality': 7.5, 'completeness': 6.5, 'clarity': 7.5, 'fluency': 6.5}",en
sample-0314,llama-3-8b-instruct,gemma-2-2b-it,1.0,0.5,"{'adherence': 10.0, 'helpfulness': 10.0, 'factuality': 10.0, 'completeness': 10.0, 'clarity': 10.0, 'fluency': 10.0}","{'adherence': 10.0, 'helpfulness': 2.0, 'factuality': 1.0, 'completeness': 5.0, 'clarity': 8.0, 'fluency': 8.0}",en
sample-0315,gpt-3.5-turbo-0125,phi-3-mini-4k-instruct-june-2024,0.5,0.0,"{'adherence': 4.0, 'helpfulness': 3.0, 'factuality': 3.0, 'completeness': 4.5, 'clarity': 6.0, 'fluency': 7.0}","{'adherence': 3.0, 'helpfulness': 2.0, 'factuality': 1.5, 'completeness': 3.0, 'clarity': 3.5, 'fluency': 5.5}",en
sample-0316,gpt-4o-2024-05-13,gemma-2-2b-it,0.0,0.0,"{'adherence': 10.0, 'helpfulness': 9.0, 'factuality': 9.5, 'completeness': 9.0, 'clarity': 9.0, 'fluency': 9.0}","{'adherence': 10.0, 'helpfulness': 8.0, 'factuality': 7.5, 'completeness': 8.0, 'clarity': 9.0, 'fluency': 9.0}",zh
